2016-04-27 11:53:00	369	0	1
2016-04-27 11:54:27	353	0	1
2016-04-27 11:55:27	368	0	1
2016-04-27 11:55:30	368	0	1
2016-04-27 11:55:33	370	0	2
2016-04-27 11:57:00	370	0	2
2016-04-27 11:57:03	366	5	1
2016-04-27 12:01:06	368	0	1
2016-04-27 12:01:09	368	0	1
2016-04-27 12:01:12	369	0	1
2016-04-27 12:17:21	368	44	1
2016-04-27 12:17:24	364	25	1
2016-04-27 12:17:27	362	32	1
2016-04-27 12:17:30	359	32	1
2016-04-27 12:17:33	359	0	1
2016-04-27 12:17:36	359	0	1
2016-04-27 13:12:45	369	58	1
2016-04-27 13:12:48	365	25	1
2016-04-27 13:12:51	362	32	1
2016-04-27 13:12:54	359	29	1
2016-04-27 13:12:57	360	34	2
2016-04-27 13:13:00	370	93	2
2016-04-27 13:13:03	383	90	2
2016-04-27 13:13:06	393	92	2
2016-04-27 13:13:09	396	92	2
2016-04-27 13:13:12	403	125	3
2016-04-27 13:13:15	414	151	3
2016-04-27 13:13:18	425	155	3
2016-04-27 13:13:21	434	155	3
2016-04-27 13:13:24	434	158	7
2016-04-27 13:13:27	442	232	4
2016-04-27 13:13:30	451	274	4
2016-04-27 13:13:33	460	280	4
2016-04-27 13:13:36	466	280	4
2016-04-27 13:13:39	466	284	4
2016-04-27 13:13:42	468	289	5
2016-04-27 13:13:45	475	370	5
2016-04-27 13:13:48	484	404	5
2016-04-27 13:13:51	493	415	6
2016-04-27 13:13:54	504	490	6
2016-04-27 13:13:57	513	550	6
2016-04-27 13:14:00	522	558	6
2016-04-27 13:14:03	530	559	6
2016-04-27 13:14:06	530	564	6
2016-04-27 13:14:09	533	567	6
2016-04-27 13:14:12	536	567	6
2016-04-27 13:14:15	539	569	6
2016-04-27 13:14:18	540	570	6
2016-04-27 13:14:21	540	576	6
2016-04-27 13:14:24	540	573	6
2016-04-27 13:14:27	540	576	6
2016-04-27 13:14:30	540	577	6
2016-04-27 13:14:33	540	577	6
2016-04-27 13:14:36	540	577	6
2016-04-27 13:14:39	541	582	6
2016-04-27 13:14:42	541	582	6
2016-04-27 13:14:45	540	587	6
2016-04-27 13:14:48	540	584	6
2016-04-27 13:14:51	540	583	6
2016-04-27 13:14:54	540	586	6
2016-04-27 13:14:57	540	583	6
2016-04-27 13:15:00	540	585	6
2016-04-27 13:15:03	540	586	6
2016-04-27 13:15:06	540	592	6
2016-04-27 13:15:09	540	589	6
2016-04-27 13:15:12	540	587	6
2016-04-27 13:15:15	540	591	6
2016-04-27 13:15:18	540	588	6
2016-04-27 13:15:21	540	590	6
2016-04-27 13:15:24	540	592	6
2016-04-27 13:15:27	541	590	6
2016-04-27 13:15:30	541	622	7
2016-04-27 13:15:33	550	722	7
2016-04-27 13:15:36	558	736	7
2016-04-27 13:15:39	566	738	7
2016-04-27 13:15:42	570	734	7
2016-04-27 13:15:45	573	730	7
2016-04-27 13:15:48	577	734	7
2016-04-27 13:15:51	579	736	7
2016-04-27 13:15:54	581	717	7
2016-04-27 13:15:57	569	168	3
2016-04-27 13:16:00	525	209	7
2016-04-27 13:16:03	497	372	6
2016-04-27 13:16:06	486	497	6
2016-04-27 13:16:09	504	618	7
2016-04-27 13:16:12	535	723	7
