1575851820	348	0	0
1575851823	348	0	0
1575851826	348	0	0
1575851829	348	0	0
1575851832	348	0	0
1575851835	348	0	0
1575851838	348	0	0
1575851841	348	0	0
1575851844	348	0	0
1575851847	352	0	0
1575851850	348	0	0
1575851853	348	0	0
1575851856	348	0	0
1575851859	352	0	0
1575851862	352	0	0
1575851865	352	0	0
1575851868	352	0	0
1575851871	352	0	0
1575851874	352	0	0
1575851877	352	0	0
1575851880	352	0	0
1575851883	352	0	0
1575851886	352	0	0
1575851889	352	0	0
1575851892	352	0	0
1575851895	352	0	0
1575851898	352	0	0
1575851901	352	0	0
1575851904	352	0	0
1575851907	348	0	0
1575851910	352	0	0
1575851913	352	0	0
1575851916	352	0	0
1575851919	348	0	0
1575851922	348	0	0
1575851925	352	0	0
1575851928	352	0	0
1575851931	352	0	0
1575851934	352	0	0
1575851937	352	0	0
1575851940	348	0	0
1575851943	348	0	0
1575851946	348	0	0
1575851949	352	0	0
1575851952	352	0	0
1575851955	352	0	0
1575851958	352	0	0
1575851961	352	0	0
1575851964	352	0	0
1575851967	348	0	0
1575851970	344	0	0
1575851973	344	0	0
1575851976	348	0	0
1575851979	348	0	0
1575851982	348	0	0
1575851985	348	0	0
1575851988	348	0	0
1575851991	348	0	0
1575851994	348	0	0
1575851997	348	0	0
1575852000	348	0	0
1575852003	348	0	0
1575852006	348	0	0
1575852009	348	0	0
1575852012	348	0	0
1575852015	348	0	0
1575852018	352	0	0
1575852021	352	0	0
1575852024	352	0	0
1575852027	352	0	0
1575852030	352	0	0
1575852033	352	0	0
1575852036	352	0	0
1575852039	352	0	0
1575852042	352	0	0
1575852045	352	0	0
1575852048	352	0	0
1575852051	352	0	0
1575852054	352	0	0
1575852057	352	0	0
1575852060	352	0	0
1575852063	352	0	0
1575852066	352	0	0
1575852069	352	0	0
1575852072	352	0	0
1575852075	352	0	0
1575852078	352	0	0
1575852081	352	0	0
1575852084	352	0	0
1575852087	352	0	0
1575852090	352	0	0
1575852093	352	0	0
1575852096	352	0	0
1575852099	352	0	0
1575852102	352	0	0
1575852105	352	0	0
1575852108	352	0	0
1575852111	352	0	0
1575852114	352	0	0
1575852117	352	0	0
1575852120	352	0	0
1575852123	352	0	0
1575852126	352	0	0
1575852129	352	0	0
1575852132	352	0	0
1575852135	352	0	0
1575852138	352	0	0
1575852141	352	0	0
1575852144	348	0	0
1575852147	348	0	0
1575852150	352	0	0
1575852153	352	0	0
1575852156	352	0	0
1575852159	352	0	0
1575852162	352	0	0
1575852165	352	0	0
1575852168	352	0	0
1575852171	352	0	0
1575852174	352	0	0
1575852177	352	0	0
1575852180	352	0	0
1575852183	352	0	0
1575852186	352	0	0
1575852189	352	0	0
1575852192	352	0	0
1575852195	352	0	0
1575852198	352	0	0
1575852201	352	0	0
1575852204	352	0	0
1575852207	352	0	0
1575852210	348	0	0
1575852213	348	0	0
1575852216	352	0	0
1575852219	352	0	0
1575852222	352	0	0
1575852225	352	0	0
1575852228	352	0	0
1575852231	348	0	0
1575852234	352	0	0
1575852237	352	0	0
1575852240	352	0	0
1575852243	352	0	0
1575852246	352	0	0
1575852249	352	0	0
1575852252	352	0	0
1575852255	352	0	0
1575852258	352	0	0
1575852261	348	0	0
1575852264	348	0	0
1575852267	352	0	0
1575852270	352	0	0
1575852273	352	0	0
1575852276	352	0	0
1575852279	352	0	0
1575852282	352	0	0
1575852285	348	0	0
1575852288	348	0	0
1575852291	348	0	0
1575852294	352	0	0
1575852297	352	0	0
1575852300	352	0	0
1575852303	352	0	0
1575852306	352	0	0
1575852309	352	0	0
1575852312	352	0	0
1575852315	352	0	0
1575852318	352	0	0
1575852321	352	0	0
1575852324	352	0	0
1575852327	352	0	0
1575852330	352	0	0
1575852333	352	0	0
1575852336	352	0	0
1575852339	352	0	0
1575852342	352	0	0
1575852345	352	0	0
1575852348	352	0	0
1575852351	352	0	0
1575852354	352	0	0
1575852357	352	0	0
1575852360	352	0	0
1575852363	352	0	0
1575852366	352	0	0
1575852369	352	0	0
1575852372	352	0	0
1575852375	352	0	0
1575852378	352	0	0
1575852381	352	0	0
1575852384	352	0	0
1575852387	352	0	0
1575852390	352	0	0
1575852393	352	0	0
1575852396	352	0	0
1575852399	348	0	0
1575852402	348	0	0
1575852405	352	0	0
1575852408	352	0	0
1575852411	352	0	0
1575852414	352	0	0
1575852417	352	0	0
1575852420	352	0	0
1575852423	352	0	0
1575852426	352	0	0
1575852429	352	0	0
1575852432	352	0	0
1575852435	352	0	0
1575852438	352	0	0
1575852441	352	0	0
1575852444	352	0	0
1575852447	352	0	0
1575852450	348	0	0
1575852453	348	0	0
1575852456	348	0	0
1575852459	348	0	0
1575852462	352	0	0
1575852465	352	0	0
1575852468	352	0	0
1575852471	348	0	0
1575852474	348	0	0
1575852477	352	0	0
1575852480	352	0	0
1575852483	348	0	0
1575852486	352	0	0
1575852489	352	0	0
1575852492	352	0	0
1575852495	352	0	0
1575852498	352	0	0
1575852501	352	0	0
1575852504	352	0	0
1575852507	352	0	0
1575852510	352	0	0
1575852513	352	0	0
1575852516	352	0	0
1575852519	352	0	0
1575852522	352	0	0
1575852525	352	0	0
1575852528	352	0	0
1575852531	352	0	0
1575852534	348	0	0
1575852537	348	0	0
1575852540	348	0	0
1575852543	348	0	0
1575852546	348	0	0
1575852549	348	0	0
1575852552	352	0	0
1575852555	352	0	0
1575852558	352	0	0
1575852561	352	0	0
1575852564	352	0	0
1575852567	352	0	0
1575852570	352	0	0
1575852573	352	0	0
1575852576	352	0	0
1575852579	352	0	0
1575852582	352	0	0
1575852585	352	0	0
1575852588	352	0	0
1575852591	352	0	0
1575852594	352	0	0
1575852597	352	0	0
1575852600	352	0	0
1575852603	352	0	0
1575852606	352	0	0
1575852609	352	0	0
1575852612	352	0	0
1575852615	352	0	0
1575852618	348	0	0
1575852621	348	0	0
1575852624	352	0	0
1575852627	352	0	0
1575852630	352	0	0
1575852633	352	0	0
1575852636	352	0	0
1575852639	352	0	0
1575852642	352	0	0
1575852645	352	0	0
1575852648	352	0	0
1575852651	352	0	0
1575852654	352	0	0
1575852657	352	0	0
1575852660	352	0	0
1575852663	348	0	0
1575852666	348	0	0
1575852669	352	0	0
1575852672	352	0	0
1575852675	352	0	0
1575852678	352	0	0
1575852681	352	0	0
1575852684	352	0	0
1575852687	352	0	0
1575852690	352	0	0
1575852693	352	0	0
1575852696	352	0	0
1575852699	348	0	0
1575852702	348	0	0
1575852705	352	0	0
1575852708	352	0	0
1575852711	352	0	0
1575852714	352	0	0
1575852717	348	0	0
1575852720	352	0	0
1575852723	352	0	0
1575852726	352	0	0
1575852729	352	0	0
1575852732	352	0	0
1575852735	352	0	0
1575852738	352	0	0
1575852741	348	0	0
1575852744	348	0	0
1575852747	352	0	0
1575852750	352	0	0
1575852753	352	0	0
1575852756	352	0	0
1575852759	352	0	0
1575852762	352	0	0
1575852765	348	0	0
1575852768	348	0	0
1575852771	352	0	0
1575852774	352	0	0
1575852777	352	0	0
1575852780	352	0	0
1575852783	352	0	0
1575852786	352	0	0
1575852789	352	0	0
1575852792	352	0	0
1575852795	352	0	0
1575852798	352	0	0
1575852801	352	0	0
1575852804	352	0	0
1575852807	352	0	0
1575852810	352	0	0
1575852813	352	0	0
1575852816	352	0	0
1575852819	352	0	0
1575852822	352	0	0
1575852825	352	0	0
1575852828	352	0	0
1575852831	352	0	0
1575852834	352	0	0
1575852837	352	0	0
1575852840	352	0	0
1575852843	352	0	0
1575852846	352	0	0
1575852849	352	0	0
1575852852	352	0	0
1575852855	352	0	0
1575852858	352	0	0
1575852861	348	0	0
1575852864	348	0	0
1575852867	352	0	0
1575852870	352	0	0
1575852873	352	0	0
1575852876	352	0	0
1575852879	352	0	0
1575852882	352	0	0
1575852885	352	0	0
1575852888	352	0	0
1575852891	352	0	0
1575852894	352	0	0
1575852897	352	0	0
1575852900	348	0	0
1575852903	348	0	0
1575852906	348	0	0
1575852909	348	0	0
1575852912	348	0	0
1575852915	348	0	0
1575852918	348	0	0
1575852921	348	0	0
1575852924	348	0	0
1575852927	348	0	0
1575852930	348	0	0
1575852933	348	0	0
1575852936	348	0	0
1575852939	348	0	0
1575852942	352	0	0
1575852945	352	0	0
1575852948	352	0	0
1575852951	352	0	0
1575852954	352	0	0
1575852957	352	0	0
1575852960	352	0	0
1575852963	352	0	0
1575852966	352	0	0
1575852969	352	0	0
1575852972	352	0	0
1575852975	352	0	0
1575852978	352	0	0
1575852981	352	0	0
1575852984	352	0	0
1575852987	352	0	0
1575852990	352	0	0
1575852993	352	0	0
1575852996	348	0	0
1575852999	348	0	0
1575853002	352	0	0
1575853005	352	0	0
1575853008	352	0	0
1575853011	352	0	0
1575853014	352	0	0
1575853017	352	0	0
1575853020	352	0	0
1575853023	348	0	0
1575853026	352	0	0
1575853029	352	0	0
1575853032	352	0	0
1575853035	352	0	0
1575853038	352	0	0
1575853041	348	0	0
1575853044	348	0	0
1575853047	352	0	0
1575853050	348	0	0
1575853053	352	0	0
1575853056	352	0	0
1575853059	352	0	0
1575853062	352	0	0
1575853065	352	0	0
1575853068	352	0	0
1575853071	352	0	0
1575853074	352	0	0
1575853077	352	0	0
1575853080	352	0	0
1575853083	352	0	0
1575853086	352	0	0
1575853089	352	0	0
1575853092	352	0	0
1575853095	352	0	0
1575853098	352	0	0
1575853101	348	0	0
1575853104	348	0	0
1575853107	352	0	0
1575853110	352	0	0
1575853113	348	0	0
1575853116	348	0	0
1575853119	348	0	0
1575853122	352	0	0
1575853125	352	0	0
1575853128	352	0	0
1575853131	352	0	0
1575853134	352	0	0
1575853137	352	0	0
1575853140	352	0	0
1575853143	352	0	0
1575853146	352	0	0
