2016-02-18 13:16:18	365	0	1
2016-02-18 13:16:21	364	0	1
2016-02-18 13:16:24	364	0	1
2016-02-18 13:16:27	364	0	1
2016-02-18 13:16:30	365	0	1
2016-02-18 13:16:39	366	0	1
2016-02-18 13:16:42	366	0	1
2016-02-18 13:16:51	367	0	1
2016-02-18 13:16:54	367	0	1
2016-02-18 13:16:57	368	0	1
2016-02-18 13:17:00	368	0	1
2016-02-18 13:17:30	368	0	1
2016-02-18 13:17:33	368	0	1
2016-02-18 13:17:36	368	0	1
2016-02-18 13:17:39	368	0	1
2016-02-18 13:17:42	371	55	1
2016-02-18 13:17:45	371	24	1
2016-02-18 13:17:48	368	26	1
2016-02-18 13:17:51	363	34	1
2016-02-18 13:17:54	362	5	1
2016-02-18 13:18:09	356	0	1
2016-02-18 13:18:24	358	0	1
2016-02-18 13:18:27	364	42	1
2016-02-18 13:18:30	362	40	1
2016-02-18 13:18:33	363	44	1
2016-02-18 13:18:36	361	43	1
2016-02-18 13:18:39	363	46	1
2016-02-18 13:19:15	361	11	1
2016-02-18 13:19:18	362	43	1
2016-02-18 13:19:21	363	0	1
2016-02-18 13:19:30	353	0	1
2016-02-18 13:19:33	356	42	1
2016-02-18 13:19:36	358	0	1
2016-02-18 13:20:03	360	7	1
2016-02-18 13:20:06	362	46	1
2016-02-18 13:20:09	364	46	1
2016-02-18 13:20:12	366	0	1
2016-02-18 13:20:15	358	0	1
2016-02-18 13:20:18	362	0	1
2016-02-18 13:21:18	362	0	1
2016-02-18 13:21:21	365	26	1
2016-02-18 13:21:24	365	32	1
2016-02-18 13:21:27	366	38	1
2016-02-18 13:21:30	363	41	1
2016-02-18 13:21:33	365	44	1
2016-02-18 13:21:36	365	0	1
2016-02-18 13:22:00	355	0	1
2016-02-18 13:22:03	361	46	1
2016-02-18 13:22:06	360	40	1
2016-02-18 13:22:09	360	44	2
2016-02-18 13:22:12	364	102	2
2016-02-18 13:22:15	369	104	2
2016-02-18 13:22:18	376	110	2
2016-02-18 13:22:21	381	112	2
