1571707020	0	0	0
1571707023	0	0	0
1571707026	0	0	0
1571707029	0	0	0
1571707032	328	0	0
1571707035	324	0	0
1571707038	320	0	0
1571707041	328	0	0
1571707044	336	0	0
1571707047	340	0	0
1571707050	344	0	0
1571707053	348	0	0
1571707056	348	0	0
1571707059	348	0	0
1571707062	348	0	0
1571707065	348	0	0
1571707068	348	0	0
1571707071	348	0	0
1571707074	348	0	0
1571707077	348	0	0
1571707080	348	0	0
1571707083	348	0	0
1571707086	348	0	0
1571707089	348	0	0
1571707092	348	0	0
1571707095	348	0	0
1571707098	348	0	0
1571707101	348	0	0
1571707104	348	0	0
1571707107	348	0	0
1571707110	348	0	0
1571707113	348	0	0
1571707116	348	0	0
1571707119	348	0	0
1571707122	348	0	0
1571707125	348	0	0
1571707128	344	0	0
1571707131	344	0	0
1571707134	344	0	0
1571707137	348	0	0
1571707140	348	0	0
1571707143	348	0	0
1571707146	348	0	0
1571707149	348	0	0
1571707152	348	0	0
1571707155	348	0	0
1571707158	348	0	0
1571707161	348	0	0
1571707164	348	0	0
1571707167	348	0	0
1571707170	348	0	0
1571707173	348	0	0
1571707176	348	0	0
1571707179	348	0	0
1571707182	348	0	0
1571707185	348	0	0
1571707188	348	0	0
1571707191	348	0	0
1571707194	348	0	0
1571707197	348	0	0
1571707200	348	0	0
1571707203	348	0	0
1571707206	348	0	0
1571707209	348	0	0
1571707212	348	0	0
1571707215	348	0	0
1571707218	348	0	0
1571707221	348	0	0
1571707224	348	0	0
1571707227	348	0	0
1571707230	348	0	0
1571707233	348	0	0
1571707236	348	0	0
1571707239	348	0	0
1571707242	348	0	0
1571707245	348	0	0
1571707248	348	0	0
1571707251	348	0	0
1571707254	348	0	0
1571707257	348	0	0
1571707260	348	0	0
1571707263	348	0	0
1571707266	348	0	0
1571707269	348	0	0
1571707272	348	0	0
1571707275	348	0	0
1571707278	348	0	0
1571707281	348	0	0
1571707284	348	0	0
1571707287	348	0	0
1571707290	348	0	0
1571707293	348	0	0
1571707296	348	0	0
1571707299	348	0	0
1571707302	348	0	0
1571707305	348	0	0
1571707308	348	0	0
1571707311	348	0	0
1571707314	348	0	0
1571707317	348	0	0
1571707320	348	0	0
1571707323	348	0	0
1571707326	348	0	0
1571707329	348	0	0
1571707332	348	0	0
1571707335	348	0	0
1571707338	348	0	0
1571707341	348	0	0
