1575922278	0	0	1
1575922416	0	0	1
1575924030	359	0	1
1575924033	362	72	1
1575924036	359	32	1
1575924039	362	31	1
1575924042	363	33	1
1575924045	362	0	1
1575924048	362	41	1
1575924051	353	37	1
1575924054	351	36	1
1575924057	348	0	1
1575924069	335	16	1
1575924072	351	33	1
1575924075	352	38	1
1575924093	340	4	1
1575924096	347	32	1
1575924099	351	38	1
1575924102	353	40	1
1575924105	346	43	1
1575924108	347	41	1
1575924120	337	2	1
1575924123	349	44	1
1575924126	350	41	1
1575924129	356	0	1
1575924135	327	0	1
1575924138	333	29	1
1575924141	339	39	1
1575924144	353	41	1
1575924147	352	6	1
1575924156	324	0	1
1575924159	336	17	1
1575924162	343	38	1
1575924165	353	41	1
1575924168	353	43	1
1575924171	349	44	1
1575924486	356	0	1
1575924489	360	56	1
1575924492	354	34	1
1575924495	357	36	1
1575924498	358	38	1
1575924501	364	40	1
1575924504	370	42	1
1575924507	366	43	1
1575924510	360	43	1
1575924513	354	44	1
1575924516	349	45	1
1575924519	346	47	1
1575924522	346	47	1
1575924525	346	48	1
1575924528	347	48	1
1575924531	344	48	1
1575924534	345	49	1
1575924537	346	50	1
1575924540	349	50	1
1575924543	349	51	1
1575924546	350	51	1
1575924549	350	51	1
1575924552	351	51	1
1575924555	351	51	1
1575924558	351	52	1
1575924561	347	51	1
1575924564	347	52	1
1575924567	345	0	1
1575924876	356	0	1
1575924879	360	28	1
1575924882	358	34	1
1575924885	360	36	1
1575924888	357	40	1
1575924891	359	42	1
1575924894	361	43	1
1575924972	354	3	1
1575924975	355	48	1
1575924978	358	27	1
1575924981	365	31	1
1575924984	361	34	1
1575924987	363	35	1
1575925551	356	30	1
1575925554	349	46	1
1575925557	354	33	1
1575925560	360	28	1
1575925563	363	35	1
1575925566	368	34	1
1575925569	365	40	1
1575925572	360	42	1
1575925575	354	42	1
1575925578	348	39	1
1575925581	345	2	1
1575925584	339	1	1
1575925587	343	1	1
1575926103	352	0	1
1575926106	359	58	1
1575926109	357	36	1
1575926112	361	34	1
1575926115	363	36	1
1575926118	369	36	1
1575926121	369	35	1
1575926124	362	36	1
1575926127	358	37	1
1575926130	353	37	3
1575926133	349	86	2
1575926136	356	88	2
1575926139	361	92	2
1575926142	370	93	2
1575926145	367	95	2
1575926148	367	96	3
1575926151	371	145	3
1575926154	384	153	3
1575926157	394	157	5
1575926160	408	169	4
1575926163	417	208	4
1575926166	428	219	5
1575926169	444	307	5
1575926172	453	364	5
1575926175	461	385	6
1575926178	472	457	6
1575926181	483	483	6
1575926184	493	486	6
1575926187	502	490	6
1575926190	502	491	7
1575926193	505	563	7
1575926196	513	612	7
1575926199	522	625	7
1575926202	530	630	7
1575926205	532	636	7
1575926208	533	641	7
1575926211	534	642	7
1575926214	535	647	7
1575926217	536	653	7
1575926220	538	653	7
1575926223	539	662	10
1575926226	542	692	8
1575926229	555	777	8
1575926232	569	791	8
1575926235	584	798	8
1575926238	590	812	9
1575926241	596	908	9
1575926244	605	940	9
1575926247	615	954	9
1575926250	621	964	9
1575926253	623	970	9
1575926256	624	972	9
1575926259	625	972	9
1575926262	627	982	9
1575926265	628	980	9
1575926268	629	983	9
1575926271	629	989	9
1575926274	630	983	9
1575926277	631	988	9
1575926280	632	989	9
1575926283	633	990	9
1575926286	633	1013	9
1575926289	631	1008	9
1575926292	630	995	9
1575926295	630	990	9
1575926298	631	985	9
1575926301	632	992	9
1575926304	633	988	9
1575926307	634	991	9
1575926310	636	988	9
1575926313	637	990	9
1575926316	637	993	9
1575926319	638	991	9
1575926322	639	994	9
1575926325	641	993	9
1575926328	642	1000	9
1575926331	641	999	9
1575926334	640	997	9
1575926337	638	1106	9
1575926340	637	1015	9
1575926343	640	1033	10
1575926346	647	1109	10
1575926349	657	1113	10
1575926352	665	1151	11
1575926355	674	1238	11
1575926358	684	1255	11
1575926361	695	1259	11
1575926364	698	1256	11
1575926367	699	1263	11
1575926370	699	1262	11
1575926373	699	1268	11
1575926376	700	1269	11
1575926379	700	1277	11
1575926382	701	1280	11
1575926385	702	1281	11
1575926388	703	1281	11
1575926391	704	1280	11
1575926394	706	1280	11
1575926397	706	1280	11
1575926400	707	1283	11
1575926403	706	1277	11
1575926406	706	1275	11
1575926409	705	1280	11
1575926412	706	1281	11
1575926415	706	1274	11
1575926418	708	1277	11
1575926421	708	1280	11
1575926424	709	1276	11
1575926427	709	1274	11
1575926430	708	1283	11
1575926433	708	1277	11
1575926436	707	1271	11
1575926439	706	1275	11
1575926442	705	1271	11
1575926445	705	1270	11
1575926448	707	1275	11
1575926451	708	1274	11
1575926454	710	1264	11
1575926457	710	1274	11
1575926460	708	1266	11
1575926463	707	1271	11
1575926466	706	1268	11
1575926469	706	1270	11
1575926472	706	1268	11
1575926475	705	1268	11
1575926478	705	1271	11
1575926481	705	1268	11
1575926484	706	1269	11
1575926487	707	1269	11
1575926490	708	1267	11
1575926493	708	1261	11
1575926496	708	1264	11
1575926499	708	1264	11
1575926502	707	1266	11
1575926505	707	1265	11
1575926508	706	1265	11
1575926511	705	1261	11
1575926514	705	1265	11
1575926517	705	1263	11
1575926520	708	1266	11
1575926523	709	1262	11
1575926526	709	1266	11
1575926529	708	1264	11
1575926532	707	1255	11
1575926535	707	1264	11
1575926538	706	1261	11
1575926541	706	1259	11
1575926544	705	1264	11
1575926547	705	1261	11
1575926550	706	1260	11
1575926553	707	1259	11
1575926556	709	1258	11
1575926559	709	1265	11
1575926562	709	1266	11
1575926565	708	1267	11
1575926568	708	1257	11
1575926571	708	1257	11
1575926574	708	1260	11
1575926577	707	1258	11
1575926580	705	924	11
1575926583	707	886	11
1575926586	702	1231	11
1575926589	701	1249	11
1575926592	697	1262	11
1575926595	698	1269	11
1575926598	699	1275	11
1575926601	700	1277	11
1575926604	700	1281	11
1575926607	702	1281	11
1575926610	703	1280	11
1575926613	705	1278	11
1575926616	705	1277	11
1575926619	704	1281	11
1575926622	705	1281	11
1575926625	706	1281	11
1575926628	707	1280	11
1575926631	708	1278	11
1575926634	709	1278	11
1575926637	709	1278	11
1575926640	708	1278	11
1575926643	708	1280	11
1575926646	707	1278	11
1575926649	707	1279	11
1575926652	705	1282	11
1575926655	705	1285	11
1575926658	705	1284	11
1575926661	705	1281	11
1575926664	706	1281	11
1575926667	708	1281	11
1575926670	708	1281	11
1575926673	708	1282	11
1575926676	708	1280	11
1575926679	708	1281	11
1575926682	707	1281	11
1575926685	706	1281	11
1575926688	705	1278	11
1575926691	704	1277	11
1575926694	704	1281	11
1575926697	706	1284	11
1575926700	707	1287	11
1575926703	707	1277	11
1575926706	708	1281	11
1575926709	708	1282	11
1575926712	708	1282	11
1575926715	709	1278	11
1575926718	708	1277	11
1575926721	708	1276	11
1575926724	706	1273	11
1575926727	705	1275	11
1575926730	705	1280	11
1575926733	705	1281	11
1575926736	706	1278	11
1575926739	708	1278	11
1575926742	710	1278	11
1575926745	710	1278	11
1575926748	709	1274	11
1575926751	709	1281	11
1575926754	708	1281	11
1575926757	707	1278	11
1575926760	708	1274	11
1575926763	708	1273	11
1575926766	708	1276	11
1575926769	707	1278	11
1575926772	706	1279	11
1575926775	706	1279	11
1575926778	706	1274	11
1575926781	707	1278	11
1575926784	708	1284	11
1575926787	709	1274	11
1575926790	709	1276	11
1575926793	709	1278	11
1575926796	708	1155	11
1575926799	693	1089	10
1575926802	683	1132	10
1575926805	670	1122	10
1575926808	667	1120	10
1575926811	665	1120	10
1575926814	666	1124	10
1575926817	667	1133	10
1575926820	668	1131	10
1575926823	669	1139	10
1575926826	661	1010	9
1575926829	650	998	9
1575926832	641	997	9
1575926835	634	994	9
1575926838	638	1001	9
1575926841	637	1000	9
1575926844	636	999	9
1575926847	635	1000	9
1575926850	636	1005	9
1575926853	636	1002	9
1575926856	637	998	9
1575926859	639	1000	9
1575926862	641	996	9
1575926865	642	1001	9
1575926868	643	1000	9
1575926871	643	995	9
1575926874	643	992	9
1575926877	643	990	9
1575926880	641	994	9
1575926883	640	995	9
1575926886	640	997	9
1575926889	639	1001	9
1575926892	640	998	9
1575926895	641	997	9
1575926898	642	1003	9
1575926901	642	996	9
1575926904	642	996	9
1575926907	642	999	9
1575926910	642	992	9
1575926913	641	996	9
1575926916	641	998	9
1575926919	641	994	9
1575926922	641	995	9
1575926925	640	1000	9
1575926928	640	999	9
1575926931	640	1000	9
1575926934	640	1003	9
1575926937	641	1000	9
1575926940	642	999	9
1575926943	643	1000	9
1575926946	643	996	9
1575926949	642	995	9
1575926952	642	995	9
1575926955	640	993	9
1575926958	640	993	9
1575926961	640	995	9
1575926964	640	992	9
1575926967	636	813	8
1575926970	620	813	8
1575926973	606	828	8
1575926976	594	830	8
1575926979	595	732	10
1575926982	582	733	7
1575926985	568	705	7
1575926988	554	706	7
1575926991	547	709	7
1575926994	549	708	7
1575926997	547	527	6
1575927000	533	547	6
1575927003	520	533	6
1575927006	505	528	6
1575927009	504	529	6
1575927012	500	529	6
1575927015	502	532	7
1575927018	503	438	5
1575927021	496	433	5
1575927024	488	432	5
1575927027	480	430	5
1575927030	477	433	5
1575927033	478	434	5
1575927036	479	432	5
1575927039	480	431	5
1575927042	481	431	5
1575927045	482	431	5
1575927048	483	431	5
1575927051	478	302	4
1575927054	468	307	4
1575927057	456	303	4
1575927060	447	162	5
1575927063	438	184	3
1575927066	422	187	3
1575927069	411	127	2
1575927072	398	120	2
1575927075	389	79	2
1575927813	363	0	1
1575927852	351	0	1
1575927855	355	0	1
1575928182	361	4	1
1575928185	361	39	3
1575928188	361	64	2
1575928191	366	103	3
1575928194	373	178	3
1575928197	389	182	3
1575928200	397	186	5
1575928203	413	254	4
1575928206	425	259	5
1575928209	440	325	5
1575928212	454	419	7
1575928215	465	478	6
1575928218	483	526	6
1575928221	492	531	6
1575928224	502	607	7
1575928227	508	647	7
1575928230	521	686	7
1575928233	532	694	7
1575928236	542	697	10
1575928239	545	747	8
1575928242	560	823	8
1575928245	576	835	8
1575928248	591	869	9
1575928251	604	973	9
1575928254	612	988	10
1575928257	627	1067	10
1575928260	641	1115	10
1575928263	648	1172	11
1575928266	660	1196	11
1575928269	672	1254	11
1575928272	685	1268	13
1575928275	702	1358	12
1575928278	713	1391	12
1575928281	723	1400	12
1575928284	730	1401	12
1575928287	731	1410	12
1575928290	732	1409	12
1575928293	734	1411	12
1575928296	735	1411	12
1575928299	737	1417	12
1575928302	738	1421	12
1575928305	738	1423	12
1575928308	739	1422	12
1575928311	739	1425	12
1575928314	740	1416	12
1575928317	742	1433	12
1575928320	743	1428	12
1575928323	744	1424	12
1575928326	744	1420	12
1575928329	746	973	12
1575928332	740	1370	12
1575928335	736	1404	12
1575928338	732	1416	12
1575928341	733	1423	12
1575928344	734	1422	12
1575928347	735	1421	12
1575928350	736	1432	12
1575928353	737	1436	12
1575928356	738	1430	12
1575928359	739	1427	12
1575928362	739	1425	12
1575928365	739	1416	12
1575928368	740	1419	12
1575928371	741	1426	12
1575928374	742	1434	12
1575928377	743	1425	12
1575928380	744	1425	12
1575928383	745	1419	12
1575928386	746	1421	12
1575928389	746	1421	12
1575928392	745	1416	12
1575928395	744	1425	12
1575928398	743	1415	12
1575928401	742	1420	12
1575928404	741	1420	12
1575928407	741	1424	12
1575928410	742	1421	12
1575928413	743	1427	12
1575928416	743	1424	12
1575928419	745	1417	12
1575928422	745	1414	12
1575928425	746	1374	12
1575928428	742	1387	12
1575928431	738	1396	12
1575928434	735	1398	12
1575928437	732	1393	12
1575928440	732	1398	12
1575928443	733	1399	12
1575928446	734	1407	12
1575928449	735	1407	12
1575928452	736	1427	13
1575928455	743	1528	13
1575928458	754	1546	13
1575928461	765	1562	13
1575928464	773	1562	13
1575928467	774	1556	13
1575928470	774	1553	13
1575928473	775	1566	13
1575928476	771	1402	12
1575928479	758	1383	12
1575928482	744	1393	12
1575928485	733	1391	12
1575928488	732	1397	12
1575928491	733	1404	13
1575928494	738	1501	13
1575928497	750	1543	13
1575928500	761	1545	13
1575928503	770	1545	13
1575928506	772	1545	13
1575928509	773	1554	13
1575928512	773	1552	13
1575928515	773	1553	13
1575928518	773	1559	13
1575928521	775	1566	13
1575928524	775	1570	13
1575928527	776	1573	13
1575928530	777	1564	13
1575928533	778	1570	13
1575928536	776	1400	12
1575928539	762	1387	12
1575928542	747	1390	12
1575928545	733	1391	12
1575928548	732	1401	12
1575928551	733	1400	12
1575928554	734	1404	12
1575928557	735	1409	12
1575928560	735	1408	12
1575928563	735	1406	12
1575928566	736	1441	13
1575928569	744	1531	13
1575928572	754	1546	13
1575928575	765	1552	13
1575928578	772	1558	13
1575928581	773	1557	13
1575928584	774	1559	13
1575928587	774	1568	13
1575928590	775	1575	13
1575928593	777	1571	13
1575928596	779	1567	13
1575928599	782	1570	13
1575928602	783	1570	13
1575928605	784	1568	13
1575928608	784	1570	13
1575928611	776	1399	12
1575928614	760	1375	12
1575928617	743	1385	12
1575928620	729	1380	12
1575928623	729	1381	12
1575928626	729	1386	12
1575928629	730	1396	12
1575928632	731	1399	12
1575928635	733	1401	12
1575928638	735	1405	12
1575928641	736	1415	12
1575928644	736	1420	12
1575928647	737	1419	12
1575928650	739	1451	13
1575928653	749	1548	13
1575928656	760	1562	13
1575928659	770	1562	13
1575928662	774	1566	13
1575928665	775	1566	13
1575928668	775	1564	13
1575928671	775	1570	13
1575928674	776	1566	13
1575928677	778	1569	13
1575928680	778	1416	13
1575928683	766	1397	12
1575928686	752	1390	12
1575928689	737	1389	12
1575928692	731	1398	12
1575928695	733	1404	12
1575928698	734	1416	12
1575928701	736	1414	12
1575928704	737	1412	13
1575928707	741	1488	13
1575928710	750	1539	13
1575928713	761	1550	13
1575928716	770	1553	13
1575928719	772	1555	13
1575928722	772	1551	13
1575928725	773	1562	13
1575928728	774	1559	13
1575928731	776	1565	13
1575928734	777	1564	13
1575928737	773	1400	12
1575928740	759	1390	12
1575928743	746	1389	12
1575928746	734	1399	12
1575928749	734	1402	12
1575928752	736	1413	12
1575928755	737	1418	12
